customer_id,row_index,full_name,age,gender,city,education,employment_status,annual_income_try,credit_score,tenure_months,monthly_spend_try,support_calls_90d,contract_type,payment_method,signup_date,last_login_days_ago,marketing_consent,device_type,churn
CUS-101350,1351,Elif Öz,38,Male,istanbul,lisans ,tam zamanli,10027,755,71,1859,2,2 Yıllık,PayPal,2022-01-09,14,No,web ,0
CUS-100604,605,Mehmet Yılmaz,27,,İstanbul,lisans ,Part-time,18824,480,92,2246,0,Taahhütsüz,kredi karti,2019-10-15,4,1,Android,0
CUS-101869,1870,Elif Kaya,42,Belirtmek istemiyor,İstanbul,lise,Öğrenci,41636,471,62,2647,1,Aylık,Nakit,2024-11-24,6,No,Tablet,0
CUS-100961,962,Derya Kaya,49,Erkek,Gaziantep,Doktora,Emekli,23140,665,85,1427,0,24 AY,Banka Havalesi,2025-01-11,,Evet,Web,1
CUS-100982,983,Ayşe Arslan,32,,,Lise,Serbest,84420,690,109,1642,3,2 Yıllık,Kredi Kartı,2022-04-08,13,Hayır,Web,0
CUS-102069,2070,Merve Koç,40,Female,Unknown,Y. Lisans,Self-employed,19864,673,60,756,2,Aylık,Banka Havalesi,2021-12-15,7,Evet,web ,0
CUS-101472,1473,Merve Çelik,49,Male,Izmir,Bilinmiyor,Self-employed,,582,117,1569,4,Aylık,kredi karti,2024-11-16,2,0,android,0
CUS-100718,719,Derya Kurt,17,Male,Adana,Lisans,Tam Zamanlı,37501,735,,1791,0,aylik,Nakit,2022-11-28,1,1,IOS,0
CUS-100599,600,Burak Kaya,39,Erkek,,Yüksek Lisans,İşsiz,20509,538,104,1119,0,Aylık,kredi karti,2025-11-20,,1,Android,0
CUS-100974,975,Elif Kaya,45,erkek,,Y. Lisans,Yarı Zamanlı,33942,650,67,2169,3,12 ay,Otomatik Ödeme,2021-08-21,10,Yes,web ,0
CUS-101890,1891,Ayşe Öz,35,erkek,ankara ,Yüksek Lisans,Yarı Zamanlı,34464,564,,1351,2,12 ay,Otomatik Ödeme,2019-11-08,3,Evet,Unknown,0
CUS-100735,736,Zeynep Yılmaz,35,Kadın,İstanbul,Ön Lisans,Serbest,31964,638,17,803,2,2 Yıllık,EFT,2023-08-28,10,,Web,0
CUS-102111,2112,Mehmet Kurt,49,Erkek,Ankara,Y. Lisans,İşsiz,25088,575,12,,3,aylik,,2017-10-13,5,Yes,Android,0
CUS-102131,2132,Elif Şahin,26,KADIN,BURSA,Yüksek Lisans,tam zamanli,56166,640,31,1243,2,aylik,Banka Havalesi,,8,EVET,Unknown,0
CUS-100573,574,Burak Kaya,43,Kadın,ankara ,Yüksek Lisans,Tam Zamanlı,35133,474,13,973,2,Aylık,Kredi Kartı,2020-03-08,2,No,,0
CUS-100271,272,Ali Aydın,39,Female,Bursa,Y. Lisans,Emekli,31403,,58,2907,3,24 AY,Kredi Kartı,2025-10-05,3,1,IOS,0
CUS-101630,1631,Ayşe Demir,,Belirtmek istemiyor,BURSA,lise,Emekli,35540,,71,1857,0,2 Yıllık,PayPal,2019-09-26,9,hayir,Tablet,0
CUS-101410,1411,Ayşe Yılmaz,21,Erkek,ISTANBUL,lise,Yarı Zamanlı,15258,735,36,1684,1,Aylık,Otomatik Ödeme,2021-07-11,8,0,Web,0
CUS-100422,423,Ayşe Kurt,39,Erkek,istanbul,Y. Lisans,Emekli,22964,472,86,1894,4,Aylık,PayPal,2020-06-06,2500,1,Android,1
CUS-101109,1110,Emre Öz,23,Female,BURSA,Lise,Serbest,28604,555,12,1050,1,12 ay,Otomatik Ödeme,2018-03-02,8,0,iOS,0
CUS-101150,1151,Ali Aydın,17,Erkek,antalya,Lisans,Part-time,55569,754,34,703,0,Aylık,Otomatik Ödeme,2018-03-22,13,0,iOS,0
CUS-101203,1204,Ayşe Koç,14,Diğer,Adana,lise,Serbest,24178,646,87,1545,4,2 Yıllık,Otomatik Ödeme,2022-09-10,6,No,,0
CUS-100097,98,Mehmet Koç,45,erkek,,Doktora,Emekli,31255,524,96,910,1,12 ay,Nakit,26/05/2017,8,hayir,iOS,0
CUS-101647,1648,Burak Demir,29,Diğer,Izmir,Bilinmiyor,İşsiz,62565,748,,2382,1,24 AY,Otomatik Ödeme,,5,Yes,Tablet,0
CUS-100355,356,Derya Koç,41,Male,Gaziantep,,,37413,654,73,768,3,24 AY,Otomatik Ödeme,2022-02-04,7,Yes,Unknown,0
CUS-101125,1126,Elif Demir,44,kadın,,lisans ,Serbest,21630,682,79,1030,4,Aylık,Banka Havalesi,2025-11-05,3,,Web,0
CUS-101198,1199,Derya Çelik,69,Diğer,antalya,Bilinmiyor,Tam Zamanlı,22811,560,52,2808,1,Taahhütsüz,Otomatik Ödeme,,,1,Android,0
CUS-100380,381,Merve Arslan,21,Female,antalya,,Emekli,18625,457,11,1927,1,aylik,otomatik odeme,2022-07-23,3,No,Web,0
CUS-100603,604,Ayşe Arslan,18,kadın,Gaziantep,Bilinmiyor,Tam Zamanlı,18757,717,37,2661,2,1 Yıllık,Kredi Kartı,2020-02-08,36,Yes,Unknown,0
CUS-101235,1236,Elif Kaya,32,Diğer,istanbul,Yüksek Lisans,Yarı Zamanlı,47821,752,57,1430,1,24 AY,otomatik odeme,2024-05-16,6,EVET,Unknown,0
CUS-101162,1163,Ali Kurt,59,Male,İzmir,,Emekli,57182,609,,995,1,aylik,PayPal,2019-03-05,7,Hayır,android,0
CUS-101769,1770,Can Aydın,17,,ISTANBUL,,Self-employed,30171,808,113,1605,1,2 Yıllık,PayPal,2021-05-17,4,,Tablet,0
CUS-100098,99,Ayşe Yılmaz,39,Female,BURSA,lise,Self-employed,53571,756,37,1723,2,,Nakit,2022-04-20,4,1,iOS,0
CUS-100183,184,Ali Arslan,23,Female,Antalya,Yüksek Lisans,Tam Zamanlı,22252,551,17,2153,1,,otomatik odeme,2022-08-07,14,No,iOS,0
CUS-101426,1427,Burak Kurt,41,Erkek,Adana,Ön Lisans,Tam Zamanlı,23812,,42,1381,0,24 AY,EFT,2025-11-15,5,Yes,Unknown,0
CUS-101854,1855,Ayşe Demir,22,Kadın,İzmir,,İşsiz,54608,634,,,4,1 Yıllık,EFT,2022-06-14,11,hayir,Unknown,0
CUS-101781,1782,Mehmet Kurt,46,Diğer,Izmir,Lisans,Tam Zamanlı,1058070,580,42,2170,1,Aylık,kredi karti,2019-09-18,8,No,Web,0
CUS-101893,1894,Derya Kaya,20,Erkek,Izmir,Bilinmiyor,tam zamanli,33521,850,65,1264,0,12 ay,Kredi Kartı,2024-11-18,6,Yes,IOS,0
CUS-101330,1331,Merve Kurt,60,Belirtmek istemiyor,istanbul,Doktora,Part-time,28192,610,107,50,0,24 AY,Nakit,2017-09-24,12,No,Tablet,0
CUS-100929,930,Zeynep Yılmaz,44,KADIN,Konya,Ön Lisans,Tam Zamanlı,43895,714,7,2041,0,24 AY,,2018-02-26,7,1,iOS,0
CUS-100911,912,Ali Demir,53,erkek,Unknown,lise,Tam Zamanlı,19957,757,111,,2,2 Yıllık,EFT,2022-04-05,14,1,android,0
CUS-100175,176,Ayşe Koç,34,Male,istanbul,lisans ,tam zamanli,54347,446,37,1830,1,24 AY,otomatik odeme,2023-04-10,4,,web ,0
CUS-101351,1352,Burak Kaya,24,KADIN,BURSA,Lisans,Serbest,85073,960,40,1228,0,Aylık,,2022-10-16,,1,iOS,0
CUS-102114,2115,Emre Öz,,KADIN,ankara ,Y. Lisans,Yarı Zamanlı,,647,87,50,0,Taahhütsüz,Otomatik Ödeme,2019-07-18,10,1,IOS,0
CUS-100863,864,Can Kurt,10,Kadın,,,Yarı Zamanlı,34981,657,96,2190,1,2 Yıllık,kredi karti,2021-04-20,5,Yes,Tablet,0
CUS-101148,1149,Mehmet Kurt,39,Male,BURSA,lise,Tam Zamanlı,,601,54,582,0,24 AY,otomatik odeme,2019-10-14,15,No,Unknown,0
CUS-101396,1397,Mehmet Öz,41,Female,Bursa,Lise,Tam Zamanlı,40575,567,14,2868,3,24 AY,kredi karti,2024-04-09,7,EVET,Android,0
CUS-100947,948,Mehmet Şahin,52,KADIN,Gaziantep,Yüksek Lisans,Tam Zamanlı,42745,812,74,1106,0,2 Yıllık,Banka Havalesi,2019-06-19,3,1,web ,0
CUS-100099,100,Ali Kurt,28,kadın,ankara ,Ön Lisans,Yarı Zamanlı,42522,684,95,553,0,1 Yıllık,PayPal,2023-09-22,2,Evet,Unknown,0
CUS-100736,737,Can Yılmaz,33,Female,ISTANBUL,Yüksek Lisans,Tam Zamanlı,39324,704,72,,1,aylik,PayPal,2022-06-07,2,0,iOS,0
CUS-101410,1411,Ayşe Yılmaz,21,Erkek,ISTANBUL,lise,Yarı Zamanlı,15258,735,36,1684,1,Aylık,Otomatik Ödeme,2021-07-11,8,0,Web,0
CUS-101425,1426,Emre Koç,40,Female,Adana,,İşsiz,82718,708,14,2243,3,aylik,Otomatik Ödeme,2019-04-04,5,1,Web,0
CUS-100327,328,Derya Çelik,46,erkek,Konya,Lisans,tam zamanli,17178,635,,1316,2,2 Yıllık,Banka Havalesi,2021-11-01,6,Evet,IOS,0
CUS-101913,1914,Elif Koç,28,KADIN,ISTANBUL,Doktora,tam zamanli,24430,677,37,2373,1,aylik,otomatik odeme,2025-07-13,1,hayir,Web,0
CUS-100746,747,Ayşe Demir,44,kadın,Konya,lise,İşsiz,14822,765,35,1112,3,24 AY,kredi karti,2017-01-26,6,Evet,IOS,0
CUS-101547,1548,Mehmet Arslan,,erkek,ISTANBUL,Ön Lisans,Serbest,14159,704,64,2014,0,1 Yıllık,PayPal,2023-11-12,5,,Tablet,0
CUS-101674,1675,Elif Yılmaz,25,,Izmir,lisans ,Öğrenci,30609,673,59,860,,Taahhütsüz,otomatik odeme,2019-02-20,11,hayir,web ,0
CUS-100526,527,Merve Şahin,69,Belirtmek istemiyor,istanbul,,,41248,641,41,,1,1 Yıllık,EFT,2019-09-17,6,,IOS,0
CUS-101248,1249,Merve Demir,53,Male,Konya,Doktora,Tam Zamanlı,42214,498,26,972,0,24 AY,Otomatik Ödeme,2020-10-17,6,Hayır,Android,0
CUS-100284,285,Burak Çelik,67,Male,Bursa,Ön Lisans,Öğrenci,42160,428,17,1622,3,aylik,kredi karti,,7,1,iOS,0
CUS-101449,1450,Derya Koç,48,kadın,antalya,,İşsiz,34207,688,87,1280,0,12 ay,Otomatik Ödeme,2020-03-10,4,Yes,Android,0
CUS-102079,2080,Derya Çelik,27,Erkek,antalya,Bilinmiyor,Tam Zamanlı,40270,786,86,50,0,24 AY,,2019-03-09,4,hayir,Unknown,0
CUS-102077,2078,Derya Demir,46,Male,Gaziantep,Lise,,25661,572,116,,0,12 ay,EFT,2022-07-11,,EVET,IOS,0
CUS-100488,489,Mehmet Kaya,71,Kadın,,Ön Lisans,Emekli,16607,652,77,1950,2,24 AY,EFT,2024-08-03,8,Hayır,IOS,0
CUS-100704,705,Can Aydın,61,Female,Antalya,Ön Lisans,Serbest,43441,,45,1192,2,12 ay,Banka Havalesi,2023-02-06,3,1,web ,0
CUS-100351,352,Mehmet Koç,59,Kadın,Izmir,,Öğrenci,119745,640,65,1444,2,24 AY,otomatik odeme,2017-01-06,2,Hayır,Web,0
CUS-100770,771,Burak Demir,26,Belirtmek istemiyor,Unknown,lisans ,İşsiz,32214,,91,2099,0,Aylık,PayPal,2021-01-09,6,Hayır,Android,0
CUS-101768,1769,Merve Aydın,20,Female,Konya,Yüksek Lisans,Serbest,42149,714,,441,1,Aylık,PayPal,2020-03-09,1,No,Unknown,0
CUS-101870,1871,Emre Aydın,53,Female,Gaziantep,lisans ,Part-time,74205,723,91,50,3,Taahhütsüz,Banka Havalesi,2018-10-06,7,0,Android,0
CUS-100572,573,Can Arslan,,,ankara ,Yüksek Lisans,Yarı Zamanlı,28503,483,14,1807,3,,Kredi Kartı,2025-08-22,16,hayir,Android,0
CUS-100557,558,Emre Aydın,71,Male,İzmir,Lisans,Tam Zamanlı,39611,,63,2170,0,24 AY,otomatik odeme,2022-09-19,3,Yes,Web,0
CUS-101805,1806,Zeynep Kaya,46,Kadın,ankara ,Lise,Serbest,31650,777,106,611,0,1 Yıllık,Otomatik Ödeme,2017-01-14,3,Yes,Unknown,0
CUS-100159,160,Ayşe Aydın,34,Male,Antalya,Bilinmiyor,Serbest,61166,718,109,2586,0,12 ay,Nakit,2023-07-06,9,Evet,web ,0
CUS-101761,1762,Burak Demir,43,Kadın,Unknown,Yüksek Lisans,Öğrenci,38099,565,55,1903,2,Taahhütsüz,kredi karti,2017-06-25,3,Evet,IOS,0
CUS-100105,106,Elif Aydın,9,Belirtmek istemiyor,ankara ,Bilinmiyor,,58202,612,27,50,0,,,2021-08-27,8,hayir,web ,0
CUS-100923,924,Zeynep Demir,51,Erkek,ankara ,lise,Yarı Zamanlı,69311,486,43,2263,0,aylik,EFT,2019-07-12,9,hayir,IOS,0
CUS-100240,241,Zeynep Şahin,16,erkek,istanbul,,Yarı Zamanlı,61464,531,72,1635,1,aylik,Nakit,2020-12-21,11,Evet,Unknown,1
CUS-101134,1135,Ali Çelik,48,erkek,ankara ,Bilinmiyor,İşsiz,27172,649,118,1940,1,12 ay,PayPal,2021-01-23,14,No,Android,0
CUS-100753,754,Derya Kaya,42,KADIN,İzmir,lise,Emekli,81897,587,76,914,1,aylik,EFT,2023-03-04,11,No,Android,0
CUS-101111,1112,Mehmet Kurt,20,KADIN,ankara ,Y. Lisans,Emekli,29949,542,26,2897,0,1 Yıllık,EFT,2022-06-04,18,hayir,Web,0
CUS-100078,79,Merve Çelik,36,erkek,ankara ,Lisans,,33447,737,4,195,2,aylik,EFT,2018-08-07,2,Yes,IOS,0
CUS-101856,1857,Mehmet Demir,37,Male,ISTANBUL,Yüksek Lisans,tam zamanli,49450,646,104,554,1,24 AY,kredi karti,2021-09-21,2,Evet,IOS,0
CUS-101269,1270,Merve Çelik,41,kadın,ISTANBUL,,Emekli,44300,605,88,50,2,aylik,Kredi Kartı,2024-09-08,6,EVET,Web,0
CUS-100166,167,Mehmet Demir,51,Erkek,Konya,lisans ,Öğrenci,46939,652,103,1886,1,aylik,Otomatik Ödeme,2024-12-28,6,Hayır,Tablet,0
CUS-101444,1445,Mehmet Aydın,33,Male,ISTANBUL,Ön Lisans,Yarı Zamanlı,48079,,4,646,0,1 Yıllık,Otomatik Ödeme,2021-05-05,3,0,Tablet,0
CUS-101158,1159,Derya Çelik,47,Male,antalya,Yüksek Lisans,Part-time,11020,794,18,,2,Aylık,Otomatik Ödeme,,13,hayir,Unknown,0
CUS-100633,634,Ali Çelik,,Diğer,BURSA,Y. Lisans,tam zamanli,49918,710,80,50,2,12 ay,PayPal,2023-05-17,999,0,android,1
CUS-101070,1071,Mehmet Yılmaz,38,Kadın,İzmir,lisans ,Tam Zamanlı,12266,595,40,2877,2,Aylık,otomatik odeme,2025-03-01,1,Evet,web ,0
CUS-102014,2015,Ayşe Öz,50,Kadın,,Bilinmiyor,Öğrenci,,790,91,50,2,Aylık,Banka Havalesi,,4,No,web ,0
CUS-101211,1212,Derya Şahin,47,Male,Unknown,lisans ,Yarı Zamanlı,46979,579,88,1359,0,12 ay,Otomatik Ödeme,2022-06-05,20,1,Android,0
CUS-101549,1550,Burak Aydın,74,Female,Konya,Doktora,Yarı Zamanlı,36802,,94,997,1,1 Yıllık,PayPal,2023-12-20,9,0,IOS,0
CUS-101052,1053,Can Çelik,28,Male,Bursa,,Emekli,,504,,814,1,,Nakit,2022-10-08,6,0,web ,0
CUS-100198,199,Can Demir,52,KADIN,antalya,Bilinmiyor,Part-time,24013,,,1482,5,1 Yıllık,EFT,2022-05-19,4,Evet,Android,0
CUS-102058,2059,Ali Yılmaz,66,Erkek,istanbul,Bilinmiyor,,48036,632,44,1542,0,aylik,,2025-06-24,7,Evet,Tablet,0
CUS-100959,960,Zeynep Çelik,32,KADIN,istanbul,lise,Part-time,2957220,749,81,1796,2,Taahhütsüz,Nakit,2024-07-21,6,Yes,Android,0
CUS-100733,734,Derya Yılmaz,38,kadın,BURSA,lisans ,Yarı Zamanlı,50810,507,60,1418,2,2 Yıllık,kredi karti,2024-02-10,8,0,iOS,0
CUS-100346,347,Zeynep Öz,51,Male,antalya,lisans ,Serbest,30953,516,21,526,0,aylik,PayPal,2018-07-18,17,Yes,Web,0
CUS-101795,1796,Mehmet Şahin,23,Male,İstanbul,Yüksek Lisans,Self-employed,43913,614,,1089,1,Aylık,Banka Havalesi,,9,No,Tablet,0
CUS-101612,1613,Elif Kurt,32,,BURSA,Lise,Self-employed,73393,703,1,1879,0,1 Yıllık,Otomatik Ödeme,2022-05-13,15,hayir,web ,0
CUS-101722,1723,Merve Yılmaz,42,Erkek,Ankara,lise,Self-employed,119552,593,90,1007,0,24 AY,,2023-11-20,11,Hayır,IOS,0
CUS-100747,748,Mehmet Yılmaz,21,erkek,İstanbul,Doktora,İşsiz,33647,594,26,3553,3,aylik,Kredi Kartı,2018-06-18,3,0,android,1
CUS-100999,1000,Ayşe Demir,,Belirtmek istemiyor,ankara ,Lisans,Emekli,14073,643,100,788,2,24 AY,Otomatik Ödeme,2021-07-04,8,Evet,,0
CUS-100865,866,Ali Yılmaz,22,KADIN,Antalya,Ön Lisans,Yarı Zamanlı,21050,646,33,1698,1,,otomatik odeme,2024-10-20,3,Hayır,android,0
CUS-100204,205,Elif Demir,,KADIN,Bursa,Y. Lisans,tam zamanli,75824,520,59,1943,3,2 Yıllık,Banka Havalesi,2020-09-07,4,Evet,Web,0
CUS-102087,2088,Derya Kurt,8,Erkek,Adana,Yüksek Lisans,,72703,756,6,2937,0,12 ay,kredi karti,2017-04-10,9,Evet,android,0
CUS-101949,1950,Elif Yılmaz,53,kadın,,Doktora,tam zamanli,29692,615,59,1838,0,,EFT,2025-09-04,7,Evet,Unknown,0
CUS-101817,1818,Burak Aydın,,erkek,ISTANBUL,lise,İşsiz,29373,590,56,677,2,Aylık,otomatik odeme,2025-08-20,2,Hayır,,0
CUS-100294,295,Derya Kaya,38,,İstanbul,lise,Tam Zamanlı,40170,594,70,2247,2,12 ay,kredi karti,2024-04-24,4,Evet,IOS,0
CUS-100668,669,Derya Koç,22,Erkek,İstanbul,Lise,Part-time,48350,673,106,1995,0,1 Yıllık,,2020-02-09,3,Yes,web ,0
CUS-100749,750,Emre Kaya,29,kadın,ISTANBUL,Lisans,Serbest,47926,715,34,2671,1,24 AY,otomatik odeme,2024-04-28,11,Yes,Tablet,0
CUS-102017,2018,Burak Aydın,38,KADIN,Izmir,Lise,Part-time,15564,667,31,1311,1,Taahhütsüz,Nakit,2023-10-28,22,,web ,0
CUS-101245,1246,Merve Kurt,41,erkek,ISTANBUL,Doktora,Öğrenci,41780,697,17,1490,2,2 Yıllık,otomatik odeme,2018-02-23,3,0,iOS,0
CUS-100597,598,Elif Kurt,25,Belirtmek istemiyor,istanbul,Lisans,Self-employed,56708,512,78,2851,3,24 AY,Otomatik Ödeme,2017-05-28,10,hayir,Web,0
CUS-101266,1267,Ali Şahin,37,Female,Antalya,Bilinmiyor,İşsiz,102800,644,64,1165,0,24 AY,Nakit,2020-02-02,999,No,Unknown,1
CUS-100608,609,Ayşe Şahin,28,Diğer,istanbul,lisans ,Tam Zamanlı,20477,532,79,1281,4,2 Yıllık,kredi karti,2024-05-21,6,Hayır,Tablet,0
CUS-101662,1663,Derya Aydın,44,Belirtmek istemiyor,,lise,Öğrenci,30899,520,94,2147,2,2 Yıllık,PayPal,2019-03-16,25,Yes,android,0
CUS-102127,2128,Elif Arslan,52,Male,İstanbul,Bilinmiyor,İşsiz,45435,755,98,2102,0,2 Yıllık,PayPal,2017-08-06,4,1,iOS,0
CUS-102145,2146,Can Arslan,49,Kadın,Adana,,tam zamanli,22481,603,113,1259,3,Aylık,EFT,2023-04-27,14,EVET,IOS,0
CUS-100031,32,Can Şahin,54,Male,antalya,lise,Self-employed,50539,639,82,353,1,1 Yıllık,Nakit,2022-08-17,2,Evet,Tablet,0
CUS-100349,350,Can Koç,43,kadın,Konya,Y. Lisans,Part-time,25435,,76,1891,3,24 AY,kredi karti,2017-09-08,1,Hayır,Android,0
CUS-101901,1902,Elif Çelik,31,Female,ISTANBUL,Ön Lisans,İşsiz,46840,759,78,,2,12 ay,Banka Havalesi,2019-03-13,4,Yes,Unknown,0
CUS-102074,2075,Can Aydın,54,Male,ISTANBUL,lise,Tam Zamanlı,95759,672,75,1107,2,1 Yıllık,otomatik odeme,2024-09-17,8,Yes,Tablet,0
CUS-100223,224,Mehmet Şahin,35,Male,Ankara,Bilinmiyor,Self-employed,34258,583,15,547,0,24 AY,otomatik odeme,2023-08-18,5,1,iOS,0
CUS-101243,1244,Elif Çelik,,Diğer,antalya,,Emekli,17799,,52,3144,2,aylik,,2023-07-07,7,Hayır,Android,0
CUS-101260,1261,Merve Koç,41,Erkek,Antalya,Lisans,İşsiz,29642,672,20,3375,1,Taahhütsüz,kredi karti,2018-06-19,,1,web ,0
CUS-100995,996,Zeynep Koç,52,kadın,Konya,Lisans,tam zamanli,28445,504,98,942,3,24 AY,Banka Havalesi,2017-05-18,10,No,IOS,0
CUS-102144,2145,Emre Yılmaz,3,kadın,Adana,Lise,,40923,767,70,901,2,24 AY,otomatik odeme,2021-07-24,5,No,android,0
CUS-100434,435,Derya Koç,27,Kadın,ankara ,Y. Lisans,Yarı Zamanlı,48238,,96,2178,0,24 AY,Otomatik Ödeme,2025-03-17,5,0,Android,0
CUS-101917,1918,Burak Kurt,26,Kadın,Konya,Y. Lisans,Yarı Zamanlı,36292,548,63,961,1,,Nakit,2017-07-09,4,0,iOS,0
CUS-100962,963,Burak Yılmaz,53,Erkek,,Yüksek Lisans,Self-employed,29855,702,113,777,3,,PayPal,2023-06-22,14,0,web ,0
CUS-100262,263,Can Koç,20,KADIN,ankara ,lise,Part-time,42343,672,92,1972,4,12 ay,PayPal,not_a_date,18,No,android,0
CUS-101251,1252,Emre Yılmaz,27,Kadın,ISTANBUL,Ön Lisans,Self-employed,41783,778,32,2272,1,24 AY,otomatik odeme,2017-03-26,2,EVET,android,0
CUS-100495,496,Can Demir,40,erkek,Unknown,Yüksek Lisans,Yarı Zamanlı,73081,665,91,1237,3,2 Yıllık,,2020-10-25,2,1,web ,0
CUS-100951,952,Derya Kurt,42,Female,Ankara,Y. Lisans,Emekli,20661,779,102,1730,1,aylik,PayPal,2020-11-02,34,,Unknown,0
CUS-101820,1821,Zeynep Çelik,47,Diğer,BURSA,Lise,tam zamanli,46332,733,101,50,2,1 Yıllık,Banka Havalesi,2021-11-27,6,Yes,Web,0
CUS-100830,831,Can Şahin,52,Belirtmek istemiyor,ISTANBUL,Yüksek Lisans,Öğrenci,,592,64,321,0,Taahhütsüz,PayPal,2025-12-24,11,0,Android,0
CUS-100920,921,Zeynep Yılmaz,53,Belirtmek istemiyor,Adana,Bilinmiyor,tam zamanli,27717,602,101,1151,,12 ay,Otomatik Ödeme,2024-03-01,7,Hayır,Tablet,0
CUS-100613,614,Emre Öz,19,Erkek,Antalya,Lisans,Emekli,,,42,1325,1,aylik,otomatik odeme,2021-05-26,15,0,Android,1
CUS-100855,856,Elif Aydın,35,kadın,,Ön Lisans,,47014,501,,1336,3,2 Yıllık,kredi karti,2020-06-25,6,No,Tablet,0
CUS-101241,1242,Ali Aydın,35,KADIN,ankara ,Y. Lisans,Self-employed,,611,15,2415,1,Taahhütsüz,otomatik odeme,2021-09-27,2,hayir,web ,0
CUS-101199,1200,Derya Kurt,28,Belirtmek istemiyor,İstanbul,,Öğrenci,48304,667,104,1942,1,aylik,Kredi Kartı,2021-02-16,2,Yes,,0
CUS-100032,33,Derya Kaya,37,Male,Antalya,Bilinmiyor,Emekli,22292,524,77,1348,3,Aylık,,2018-02-22,8,0,Tablet,0
CUS-101758,1759,Derya Kurt,36,Male,Bursa,lisans ,Tam Zamanlı,37669,620,47,1543,2,12 ay,Otomatik Ödeme,,8,Hayır,,0
CUS-101385,1386,Ayşe Kaya,33,erkek,,Ön Lisans,Tam Zamanlı,86502,820,78,2439,0,12 ay,Kredi Kartı,2018-08-23,7,,Web,0
CUS-101899,1900,Derya Koç,30,Female,ankara ,lise,İşsiz,24904,567,22,3352,3,12 ay,Otomatik Ödeme,2021-04-28,999,hayir,Unknown,1
CUS-100481,482,Elif Kurt,36,Female,istanbul,Yüksek Lisans,tam zamanli,57663,586,105,1104,1,12 ay,Otomatik Ödeme,2024-05-11,1,Evet,Android,0
CUS-100114,115,Ali Kaya,56,KADIN,ISTANBUL,lisans ,Serbest,60600,665,100,692,3,1 Yıllık,Banka Havalesi,2021-06-15,6,Hayır,IOS,0
CUS-101022,1023,Ali Aydın,37,Erkek,ISTANBUL,Y. Lisans,tam zamanli,85263,642,44,502,1,,PayPal,2022-09-17,3,Hayır,Android,0
CUS-101968,1969,Merve Yılmaz,20,kadın,Antalya,lise,Yarı Zamanlı,28949,573,93,1901,1,12 ay,PayPal,2022-10-23,5,Hayır,Tablet,0
CUS-101541,1542,Zeynep Kurt,44,Belirtmek istemiyor,İstanbul,Ön Lisans,Emekli,22044,700,48,1318,0,Taahhütsüz,Nakit,2022-12-22,9,Evet,,0
CUS-101274,1275,Zeynep Aydın,37,Kadın,İzmir,Doktora,Yarı Zamanlı,25342,681,78,1502,0,Taahhütsüz,Nakit,2023-06-01,5,EVET,Web,0
CUS-100065,66,Derya Koç,58,erkek,ISTANBUL,Doktora,Serbest,41392,683,38,379,0,1 Yıllık,PayPal,2021-05-11,11,1,Tablet,0
CUS-100293,294,Derya Kurt,45,Female,Ankara,Bilinmiyor,İşsiz,17570,706,30,1485,4,24 AY,otomatik odeme,2020-11-05,7,hayir,android,0
CUS-101229,1230,Emre Koç,41,erkek,Konya,lise,Part-time,60311,773,62,1239,3,2 Yıllık,kredi karti,2018-08-26,9,0,iOS,0
CUS-101268,1269,Merve Koç,34,,antalya,lise,İşsiz,23499,629,50,1016,3,Aylık,Banka Havalesi,2022-10-10,12,EVET,,0
CUS-101691,1692,Derya Yılmaz,42,Erkek,İstanbul,Y. Lisans,Part-time,63416,682,67,1197,1,2 Yıllık,kredi karti,2017-09-17,2,Hayır,Tablet,0
CUS-101727,1728,Derya Öz,34,Erkek,İstanbul,,tam zamanli,29807,657,68,1106,0,12 ay,kredi karti,2017-06-21,8,No,Unknown,0
CUS-100504,505,Derya Şahin,34,KADIN,Gaziantep,lisans ,Tam Zamanlı,63140,625,36,2578,2,Taahhütsüz,Kredi Kartı,2025-05-05,3,EVET,Tablet,0
CUS-101530,1531,Merve Aydın,31,Erkek,Unknown,Ön Lisans,Serbest,28845,,55,1345,2,Aylık,EFT,2024-12-15,3,hayir,Android,1
CUS-100593,594,Derya Arslan,39,KADIN,İstanbul,Bilinmiyor,Öğrenci,36634,577,14,1593,2,1 Yıllık,kredi karti,2019-04-05,2,EVET,android,0
CUS-101534,1535,Mehmet Yılmaz,35,KADIN,,lisans ,Serbest,24004,755,117,3066,0,,Otomatik Ödeme,2023-01-07,5,No,Web,0
CUS-101075,1076,Merve Arslan,35,Erkek,Adana,Yüksek Lisans,Öğrenci,,783,13,2454,2,Taahhütsüz,Otomatik Ödeme,2023-04-14,14,0,Tablet,0
CUS-101430,1431,Merve Arslan,19,Diğer,Gaziantep,Doktora,,59682,627,28,538,1,1 Yıllık,Nakit,2025-09-24,10,Yes,Web,0
CUS-100661,662,Elif Şahin,48,kadın,İstanbul,Doktora,tam zamanli,47759,534,28,2207,2,Aylık,Nakit,2021-07-28,5,No,web ,0
CUS-101454,1455,Ayşe Çelik,44,kadın,Gaziantep,lisans ,Serbest,46712,469,18,1280,1,1 Yıllık,kredi karti,2020-01-06,8,Yes,web ,0
CUS-100922,923,Merve Çelik,38,Belirtmek istemiyor,Ankara,lisans ,Part-time,33349,693,22,1454,0,Taahhütsüz,kredi karti,2024-08-26,3,Evet,iOS,0
